District Name,School Code,School Name,State Board Region,Grade Span
Lee County Schools,530312,Deep River Elementary,North Central,0K-05
Lee County Schools,530314,East Lee Middle,North Central,06-08
Lee County Schools,530316,Floyd L Knight Children Center,North Central,PK-12
Lee County Schools,530320,Greenwood Elementary,North Central,0K-05
Lee County Schools,530335,Lee Early College,North Central,09-13
Lee County Schools,530336,Lee County High,North Central,09-12
Lee County Schools,530340,J Glenn Edwards Elementary,North Central,0K-05
Lee County Schools,530341,SanLee Middle School,North Central,06-08
Lee County Schools,530343,Southern Lee High School,North Central,09-12
Lee County Schools,530346,Tramway Elementary,North Central,0K-05
Lee County Schools,530354,J R Ingram Jr Elementary,North Central,0K-05
Lee County Schools,530356,West Lee Middle,North Central,06-08
Lee County Schools,530360,WB Wicker Elementary,North Central,0K-05
Lenoir County Public Schools,540304,Banks Elementary,Southeast,PK-05
Lenoir County Public Schools,540308,Contentnea-Savannah School,Southeast,PK-08
Lenoir County Public Schools,540312,E B Frink Middle,Southeast,06-08
Lenoir County Public Schools,540315,Kinston High,Southeast,09-12
Lenoir County Public Schools,540316,La Grange Elementary,Southeast,PK-05
Lenoir County Public Schools,540317,Lenoir County Early College High,Southeast,09-13
Lenoir County Public Schools,540318,Lenoir County Learning Academy,Southeast,PK-12
Lenoir County Public Schools,540320,Moss Hill Elementary,Southeast,0K-05
Lenoir County Public Schools,540324,North Lenoir High,Southeast,09-12
Lenoir County Public Schools,540325,Northeast Elementary,Southeast,PK-05
Lenoir County Public Schools,540326,Northwest Elementary,Southeast,0K-05
Lenoir County Public Schools,540328,Pink Hill Elementary,Southeast,PK-05
Lenoir County Public Schools,540330,Rochelle Middle,Southeast,06-08
Lenoir County Public Schools,540336,South Lenoir High,Southeast,09-12
Lenoir County Public Schools,540338,Southeast Elementary,Southeast,PK-05
Lenoir County Public Schools,540340,Southwood Elementary,Southeast,0K-05
Lenoir County Public Schools,540344,Woodington Middle,Southeast,06-08
Lincoln County Schools,550308,Asbury Academy,Southwest,06-12
Lincoln County Schools,550312,Battleground Elementary,Southwest,PK-05
Lincoln County Schools,550314,Catawba Springs Elementary,Southwest,PK-05
Lincoln County Schools,550316,GE Massey Elementary,Southwest,PK-05
Lincoln County Schools,550320,East Lincoln High,Southwest,09-12
Lincoln County Schools,550322,East Lincoln Middle,Southwest,06-08
Lincoln County Schools,550328,Iron Station Elementary,Southwest,PK-05
Lincoln County Schools,550330,LCST,Southwest,UN-GR
Lincoln County Schools,550332,Lincolnton High,Southwest,09-12
Lincoln County Schools,550334,Lincolnton Middle,Southwest,06-08
Lincoln County Schools,550336,Love Memorial Elementary,Southwest,PK-05
Lincoln County Schools,550340,Childers Elementary,Southwest,PK-05
Lincoln County Schools,550342,North Brook Elementary,Southwest,PK-05
Lincoln County Schools,550344,North Lincoln High,Southwest,09-12
Lincoln County Schools,550348,Pumpkin Center Primary,Southwest,PK-02
Lincoln County Schools,550349,Pumpkin Center Intermediate,Southwest,03-05
Lincoln County Schools,550350,North Lincoln Middle,Southwest,06-08
Lincoln County Schools,550356,Rock Springs Elementary,Southwest,PK-05
Lincoln County Schools,550360,S Ray Lowder Elementary,Southwest,PK-05
Lincoln County Schools,550362,St James Elementary,Southwest,PK-05
Lincoln County Schools,550364,Union Elementary,Southwest,PK-05
Lincoln County Schools,550368,West Lincoln High,Southwest,09-12
Lincoln County Schools,550372,West Lincoln Middle,Southwest,06-08
Macon County Schools,560304,Cartoogechaye Elementary,Western,PK-04
Macon County Schools,560316,East Franklin Elementary,Western,0K-04
Macon County Schools,560320,Franklin High,Western,09-12
Macon County Schools,560324,Highlands School,Western,0K-12
Macon County Schools,560328,Iotla Valley Elementary,Western,PK-04
Macon County Schools,560329,Macon Early College High School,Western,09-13
